,characteristic_id,characteristic_description,units,dataset_label,dataset_url,theme_label,theme_url,characteristic_type
210,ACC_BEDPERM_1,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is not a prinicpal aquifer,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
211,ACC_BEDPERM_2,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is sandstone,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
212,ACC_BEDPERM_3,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is semiconsolidated sand,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
213,ACC_BEDPERM_4,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is basalt and other volcanic rocks,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
214,ACC_BEDPERM_5,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is sandstone and carbonate rocks,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
215,ACC_BEDPERM_6,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Unconsolidated sand and gravel,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
216,ACC_BEDPERM_7,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,percent,Percent of NHDPlus version 2 flowline catchment whose bedrock permeability class is Carbonate rock,https://www.sciencebase.gov/catalog/item/57867c33e4b0e02680c14fff,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
217,ACC_RUN7100,Estimated 30-year (1971-2000) average annual runoff in millimeters per year,millimeters per year,Estimated 30-year (1971-2000) average annual runoff in mm/year per NHDPlus version 2 catchment. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/578f8ad8e4b0ad6235cf6e43,Hydrologic,https://www.sciencebase.gov/catalog/item/5669a8a4e4b08895842a1d4c,divRoute_name
218,ACC_STRM_DENS,stream density of catchment reach,km -1,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
219,ACC_RDX,number of road and stream intersections,number of road and stream crossings,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
220,ACC_STREAMRIVER,flowlines coded as Streams or Rivers,percent,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
221,ACC_ARTIFICIAL,flowlines coded as Artificial paths,percent,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
222,ACC_CANALDITCH,flowlines coded as canals or ditches,percent,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
223,ACC_STREAM_SLOPE,NHDPlus version 2 flowline's average slope in percent. -9999 denotes a flow line with no change in elevation or unable to determine or flowline has no catchment.,percent rise,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
224,ACC_BASIN_SLOPE,NHDPlusV2 flowline catchment's average slope in percent. -9999 denotes a flowline which has no catchment.,percent rise,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
225,ACC_ELEV_MEAN,NHDPlusV2 flowline catchment's mean elevation in meters. -9999 denotes a flowline which has no catchment.,meters,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
226,ACC_ELEV_MIN,NHDPlusV2 flowline catchment's minimum elevation in meters. -9999 denotes a flowline which has no catchment.,meters,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
227,ACC_ELEV_MAX,NHDPlusV2 flowline catchment's maximum elevation in meters. -9999 denotes a flowline which has no catchment.,meters,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
228,ACC_STREAM_LENGTH,"NHDPlus version 2 flowline's length in kilometers taken directly from NHDPlusv2's NHDflowline shapefile's item, LENGTHKM. -9999 denotes a catchment has no flowline.",kilometers,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
229,ACC_TOTAL_ROAD_DENS,Density of all road types per NHDPlusV2 catchment. Density is defined as the length of road divided by the catchment area.,kilometer of roads per square kilometer,Flowline catchment stream density calculated as stream length (meters) divided by catchment(s) area (square kilometers).,https://www.sciencebase.gov/catalog/item/57976a0ce4b021cadec97890,Topographic,unknown,divRoute_name
230,ACC_PLAYA,Percent playas.,percent,Percent of NHDPlusV2 catchment that contains estuaries. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/57ab4009e4b05e859be1ad26,Land Cover,unknown,divRoute_name
231,ACC_ICEMASS,Percent ice mass.,percent,Percent of NHDPlusV2 catchment that contains estuaries. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/57ab4009e4b05e859be1ad26,Land Cover,unknown,divRoute_name
232,ACC_PEST219,"Estimate of agricultural pesticide application (219 types), kg/sq km, from Census of Ag 1997, based on county-wide sales and percent agricultural land cover in watershed",kg/sqkm,"Estimate of agricultural pesticide application (219 types), kg/sq km, from Census of Ag 1997, based on county-wide sales and percent agricultural land cover in watershed",https://www.sciencebase.gov/catalog/item/57bf5e62e4b0f2f0ceb75b79,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,divRoute_name
233,ACC_NPDES_MAJ_DENS,Density of major NPDES sites,sites per 100 square kilometers,Density of major NPDES sites per NHDPlus version 2 catchment.,https://www.sciencebase.gov/catalog/item/57c9d89ce4b0f2f0cec192da,Hydrologic Modifications,unknown,divRoute_name
234,ACC_NPDES_MAJ,Number of major NPDES sites,count,Density of major NPDES sites per NHDPlus version 2 catchment.,https://www.sciencebase.gov/catalog/item/57c9d89ce4b0f2f0cec192da,Hydrologic Modifications,unknown,divRoute_name
235,ACC_FRESHWATER_WD,freshwater withdrawals from 1995-2000 county-level estimates,megaliters per square kilometer,Million gallons per year per square kilometer per NHDPlus version 2.1 catchment for January 2016. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/57c9dc05e4b0f2f0cec192f2,Water Use,unknown,divRoute_name
236,ACC_WILDFIRE_2011,percent of wild fires per catchments for 2011,percent,Estimated percent of catchment that experienced a wild fire in year XXXX.,https://www.sciencebase.gov/catalog/item/57f66d66e4b0bc0bec06de3a,Land Cover,unknown,divRoute_name
237,ACC_ROCKTYPE_100,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Unconsolidated sand and gravel aquifers.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
238,ACC_ROCKTYPE_200,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Semiconsolidated sand aquifers.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
239,ACC_ROCKTYPE_300,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Sandstone aquifers.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
240,ACC_ROCKTYPE_400,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Carbonate-rock aquifers.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
241,ACC_ROCKTYPE_500,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Sandstone and carbonate-rock aquifers.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
242,ACC_ROCKTYPE_600,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Igneous and metamorphic-rock aquifers.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
243,ACC_ROCKTYPE_999,"Estimated percent of catchment that is underlain by the Principal Aquifer rock type, Other rocks.",percent,"Estimated percent of catchment that is underlain by the Principal Aquifer, Piedmont and Blue Ridge crystalline-rock aquifers.",https://www.sciencebase.gov/catalog/item/582b3855e4b0c253be05fc81,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,divRoute_name
244,ACC_KGBI,"Toxicity Weighted Use for benthic invertebrates in kilograms per square kilomter on agricultural land, 2013",kg/sqkm,"Estimated rate of toxicity weighted pesticide use for cladocerans on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/58b5ff1ce4b01ccd54fde48d,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,divRoute_name
245,ACC_KGCLADO,"Estimated rate of toxicity weighted pesticide use for cladocerans on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",kilograms per square kilometer,"Estimated rate of toxicity weighted pesticide use for cladocerans on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/58b5ff1ce4b01ccd54fde48d,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,divRoute_name
246,ACC_KGFISH,"Toxicity Weighted Use for fish in kilograms per square kilomter on agricultural land, 2013",kg/sqkm,"Estimated rate of toxicity weighted pesticide use for cladocerans on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/58b5ff1ce4b01ccd54fde48d,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,divRoute_name
247,ACC_NDAMS2013,"Number of dams built on or before YYYY ,",count,"Number of major dams built on or before YYYY in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet, where YYYY is the last year for the decade of record (for example 1960 spans 1951 - 1960). The exceptions are 1930 and 2013 (1930 and before and 2010 to 2010 respectively).",https://www.sciencebase.gov/catalog/item/58c301f2e4b0f37a93ed915a,Hydrologic Modifications,unknown,divRoute_name
248,ACC_NID_STORAGE2013,"The maximum dam storage (in acre-feet) defined as the total storage space in all reservoirs in a flowline catchment below the maximum attainable water surface elevation, including any surcharge storage, of dams built on or before YYYY. Value is based on dams built on or before YYYY",acre-feet,"Number of major dams built on or before YYYY in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet, where YYYY is the last year for the decade of record (for example 1960 spans 1951 - 1960). The exceptions are 1930 and 2013 (1930 and before and 2010 to 2010 respectively).",https://www.sciencebase.gov/catalog/item/58c301f2e4b0f37a93ed915a,Hydrologic Modifications,unknown,divRoute_name
249,ACC_NORM_STORAGE2013,"The normal dam storage (in acre-feet) defined as the total storage space in all reservoirs in a flowline catchment that is below the normal retention level, including dead and inactive storage and excluding any flood control or surcharge storage. Value is based on dams built on or before YYYY",acre-feet,"Number of major dams built on or before YYYY in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet, where YYYY is the last year for the decade of record (for example 1960 spans 1951 - 1960). The exceptions are 1930 and 2013 (1930 and before and 2010 to 2010 respectively).",https://www.sciencebase.gov/catalog/item/58c301f2e4b0f37a93ed915a,Hydrologic Modifications,unknown,divRoute_name
250,ACC_MAJOR2013,"Number of major dams built on or before YYYY in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet",count,"Number of major dams built on or before YYYY in each NHDPlusV2 catchment. Major dams defined as being >= 50 feet in height (15m) or having storage >= 5,000 acre feet, where YYYY is the last year for the decade of record (for example 1960 spans 1951 - 1960). The exceptions are 1930 and 2013 (1930 and before and 2010 to 2010 respectively).",https://www.sciencebase.gov/catalog/item/58c301f2e4b0f37a93ed915a,Hydrologic Modifications,unknown,divRoute_name
251,ACC_HDENS10,historic housing densities for 2010.,percent,"Estimated number of houses per square kilometer per NHDPlusV2 catchment, where XX is the last 2 digits of the year represented. The range of years is 1940 through 2010.",https://www.sciencebase.gov/catalog/item/5910de31e4b0e541a03ac983,Population,unknown,divRoute_name
252,TOT_BFI,"Base Flow Index (BFI), The BFI is a ratio of base flow to total streamflow, expressed as a percentage and ranging from 0 to 100. Base flow is the sustained, slowly varying component of streamflow, usually attributed to ground-water discharge to a stream.",percent,"Base Flow Index (BFI), The BFI is a ratio of base flow to total streamflow, expressed as a percentage and ranging from 0 to 100. Base flow is the sustained, slowly varying component of streamflow, usually attributed to ground-water discharge to a stream.",https://www.sciencebase.gov/catalog/item/5669a8e3e4b08895842a1d4f,Hydrologic,https://www.sciencebase.gov/catalog/item/5669a8a4e4b08895842a1d4c,totRoute_name
253,TOT_PET,"Mean-annual potential evapotranspiration (PET), estimated using the Hamon (1961) equation. ",mm/year,"PRISM 30-year average Potential Evapotranspiration, 1971-2000 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/56f96ed1e4b0a6037df06a2d,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
254,TOT_CONTACT,Subsurface flow contact time index. The subsurface contact time index estimates the number of days that infiltrated water resides in the saturated subsurface zone of the basin before discharging into the stream.,days,"Contact time, the length of time it takes for water to drain along subsurface flow paths to the stream, per NHDPlus version 2 catchment.",https://www.sciencebase.gov/catalog/item/56f96fc5e4b0a6037df06b12,Hydrologic,https://www.sciencebase.gov/catalog/item/5669a8a4e4b08895842a1d4c,totRoute_name
255,TOT_EWT,Average depth to water table relatice to the land surface(meters),meters,Average depth to water table relative to land surface per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/56f97456e4b0a6037df06b50,Hydrologic,https://www.sciencebase.gov/catalog/item/5669a8a4e4b08895842a1d4c,totRoute_name
256,TOT_IEOF,Percentage of Horton overland flow as a percent,percent,Mean infiltration-excess overland flow as a percent of streamflow per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/56f974e2e4b0a6037df06b55,Hydrologic,https://www.sciencebase.gov/catalog/item/5669a8a4e4b08895842a1d4c,totRoute_name
257,TOT_RECHG,Mean annual natural ground-water recharge in millimeters per year,mm/yr,Estimated 30 year (1951-1980) mean annual natural groundwater recharge per NHDPlus version 2 catchment. -9999 denotes source data does not cover catchment.,https://www.sciencebase.gov/catalog/item/56f97577e4b0a6037df06b5a,Hydrologic,https://www.sciencebase.gov/catalog/item/5669a8a4e4b08895842a1d4c,totRoute_name
258,TOT_SATOF,Percentage of Dunne overland flow as a percent,percent,Mean saturation overland flow as a percent of streamflow per NHDPlus version 2 catchment. -9999 denotes NODATA or flowline has no catchment. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/56f97acbe4b0a6037df06b6a,Hydrologic,https://www.sciencebase.gov/catalog/item/5669a8a4e4b08895842a1d4c,totRoute_name
259,TOT_TWI,"Topographic wetness index, ln(a/S); where ln is the natural log, a is the upslope area per unit contour length and S is the slope at that point.  See http://ks.water.usgs.gov/Kansas/pubs/reports/wrir.99-4242.html and Wolock and McCabe, 1995 for more detail",ln(m),average topgraphic wetness index per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/56f97be4e4b0a6037df06b70,Hydrologic,https://www.sciencebase.gov/catalog/item/5669a8a4e4b08895842a1d4c,totRoute_name
260,TOT_WB5100_ANN,Average annual runoff (mm) from McCabe and Wolock's Runoff Model 1951-2000 per NHDPlus version 2 catchment,millimeters per year,Average annual runoff (mm) from McCabe and Wolock's Runoff Model 1951-2000 per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/56fd5bd0e4b0c07cbfa40473,Hydrologic,https://www.sciencebase.gov/catalog/item/5669a8a4e4b08895842a1d4c,totRoute_name
261,TOT_FUNGICIDE,"Fungicide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",kilogram per square kilometer,"Fungicide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/56fd610fe4b022712b81bf9f,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,totRoute_name
262,TOT_OLSON_PERM,Rock hydraulic conductivity (10^-6 m/s).,10^-6 m/s,"Estimated mean lithological compressive strength, measured as uniaxial compressive strength (in megaPascals, MPa) of surface or near surface geology per NHDPlusV2 catchment.",https://www.sciencebase.gov/catalog/item/5703e35be4b0328dcb825562,Geology,https://www.sciencebase.gov/catalog/item/5703c816e4b0328dcb82295a,totRoute_name
263,TOT_FSTFZ6190,"Watershed average of mean day of the year of first freeze, derived from 30 years of record (1961-1990), 2km PRISM. For example, value of 300 is the 300th day of the year (Oct 27th).  ",day of year,"Mean Julian year day of the year of first freeze, from 30 years of Record (1961-1990) per NHDPlus version 2 catchment. The values represent the Julian year day of the first freeze. For example, value of 300 is the 300th day of the year (Oct 27th). Values > 365 mean that the first freeze occurs after Dec 31.  It is done this way so that (first_freeze - first_freeze) should always give a positive number; high numbers for an area with a long frost-free period (e.g. Florida), low numbers for an area with a short frost-free period. Values of 0 here indicate there is no freeze.",https://www.sciencebase.gov/catalog/item/5704052ae4b0328dcb827bc7,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
264,TOT_LSTFZ6190,"Watershed average of mean day of the year of last freeze, derived from 30 years of record (1961-1990), 2km PRISM.  For example, value of 100 is the 100th day of the year (April 10th).  ",day of year,"Mean Julian year day of the year of last freeze, from 30 years of Record (1961-1990) per NHDPlus version 2 catchment. The values represent the Julian year day of the last freeze. For example, value of 300 is the 300th day of the year (Oct 27th). Values > 365 mean that the last freeze occurs after Dec 31.  It is done this way so that (first_freeze - last_freeze) should always give a positive number; high numbers for an area with a long frost-free period (e.g. Florida), low numbers for an area with a short frost-free period.",https://www.sciencebase.gov/catalog/item/57040a6ce4b0328dcb828378,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
265,TOT_MAXP6190,Watershed maximum average annual precipitation in mm,mm/year,30 year average (1961-1990) of maximum monthly precipitation in mm per NHDPlus version 2 catchment. -9999 denotes catchment is outside of the source data extent.,https://www.sciencebase.gov/catalog/item/57040af4e4b0328dcb82842b,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
266,TOT_MAXWD6190,"Watershed average of maximum monthly number of days of measurable precipitation, derived from 30 years of record (1961-1990), 2.3km PRISM.  This is simply the maximum value of the values WD_JAN_BASIN thru WD_DEC_BASIN.",days,30 year average (1961-1990) of maximum monthly number of days of measurable precipitation per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/57040b6ce4b0328dcb8284b8,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
267,TOT_MINWD6190,"Watershed average of minimum monthly number of days of measurable precipitation, derived from 30 years of record (1961-1990), 2.3km PRISM. This is simply the minimum value of the values WD_JAN_BASIN thru WD_DEC_BASIN.",days,30 year average (1961-1990) of minimummonthly number of days of measurable precipitation per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/57040be3e4b0328dcb82850a,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
268,TOT_HERBICIDE,"Herbicide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",kilogram per square kilometer,"Herbicide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/57052ba4e4b0d4e2b756ab85,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,totRoute_name
269,TOT_INSECTICIDE,"Insecticide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",kilogram per square kilometer,"Insecticide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/57052c47e4b0d4e2b756ac39,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,totRoute_name
270,TOT_N97,"Estimate of nitrogen from fertilizer and manure, from Census of Ag 1997 and AAPFCO",kg/sqkm,Mean rate of nitrogen from fertilizer and manure applied on agricultural land in 1997 per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/57053205e4b0d4e2b756b353,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,totRoute_name
271,TOT_NEMATICIDE,"Nematicide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",kilogram per square kilometer,"Nematicide use on agricultural land in kilograms per square kilometer, 2009 per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/570535aae4b0d4e2b756b78c,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,totRoute_name
272,TOT_P97,"Estimate of phosphorous from fertilizer and manure, from Census of Ag 1997 and AAPFCO",kg/sqkm,Mean rate of phosphorous from fertilizer and manure applied on agricultural land in 1997 per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/57053749e4b0d4e2b756b969,Chemical,https://www.sciencebase.gov/catalog/item/56fd600fe4b022712b81bf9a,totRoute_name
273,TOT_PRSNOW,"Snow percent of total precipitation estimate, mean for period 1901-2000.  From McCabe and Wolock (submitted, 2008), 1km grid.",percent,"Estimated mean annual snow as a percent of total precipitation, 1905-2002 per NHDPlus version 2 catchment.",https://www.sciencebase.gov/catalog/item/57053dc5e4b0d4e2b756c117,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
274,TOT_CWD,Average number of consecutive days with measurable precipitation. It is also sometimes refered to as average storm duration.,days,30-year average number of consecutive days with measurable precipitation per NHDPlus version 2 catchment.,https://www.sciencebase.gov/catalog/item/57053e25e4b0d4e2b756c17d,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
275,TOT_ET,"Mean-annual actual evapotranspiration (ET), estimated using regression equation of Sanford and Selnick (2013)",mm/year,"Mean-annual evapotranspiration, estimated by Senay and others (2013) per NHDPlus version 2 catchment.",https://www.sciencebase.gov/catalog/item/5705491be4b0d4e2b756cf8a,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
276,TOT_RH,"Watershed average relative humidity (percent), from 2km PRISM, derived from 30 years of record (1961-1990).",percent,PRISM 30-year average  (1961-1990) relative humidity (percent) per NHDPlus version 2 catchment. -9999 denotes flowline reach has no catchment.,https://www.sciencebase.gov/catalog/item/57054a24e4b0d4e2b756d0e7,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
277,TOT_POPDENS90,"Population density, persons per square kilometer per NHDPlus version 2 catchment",persons per square kilometer,"Population density, persons per square kilometer per NHDPlus version 2 catchment",https://www.sciencebase.gov/catalog/item/5728f609e4b0b13d3918aa0e,Population,unknown,totRoute_name
278,TOT_TMAX7100,"Watershed average of maximum monthly air temperature (degrees C) from 800m PRISM, derived from 30 years of record (1971-2000).",degrees C,30 year (1971 - 2000) mean annual maximum temperature (Celsius) from 800m PRISM data per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/57054aebe4b0d4e2b756d1fc,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
279,TOT_TAV7100_ANN,"Watershed average of monthly air temperature (degrees C) from 800m PRISM, derived from 30 years of record (1971-2000).",degrees C,30 year (1971 - 2000) mean annual temperature (Celsius) per NHDPlus version 2 catchment. -9999 denotes NODATA.,https://www.sciencebase.gov/catalog/item/57054bf2e4b0d4e2b756d364,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
280,TOT_TMIN7100,"Watershed average of minimum monthly air temperature (degrees C) from 800m PRISM, derived from 30 years of record (1971-2000).",degrees C,30 year (1971 - 2000) mean annual minimum temperature (Celsius) from 800m PRISM data per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/57054c9be4b0d4e2b756d465,Climate,https://www.sciencebase.gov/catalog/item/566ef828e4b09cfe53ca76f7,totRoute_name
281,TOT_CNPY11_BUFF100,NLCD 2011 percent tree canopy in 100 meter riparian buffer,percent,Percent NLCD 2011 Tree Canopy in 100 meter riparian buffer per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/570572e2e4b0d4e2b75718bc,Land Cover,unknown,totRoute_name
282,TOT_IMPV01_BUFF100,NLCD 2001 percent imperviousness in the 100 meter riparian buffer zones,percent,NLCD 2001 percent imperviousness in 100 meter riparian buffer per NHDPlus version 2 catchment,https://www.sciencebase.gov/catalog/item/57057499e4b0d4e2b7571a8d,Land Cover,unknown,totRoute_name
283,TOT_IMPV06,NLCD 2006 percent imperviousness per NHDPlus version 2 catchment.,percent,NLCD 2006 percent imperviousness per NHDPlus version 2 catchment.,https://www.sciencebase.gov/catalog/item/570575fae4b0d4e2b7571bba,Land Cover,unknown,totRoute_name
